celltype,p,coefs,ctd_level,branch,fdr
Adult_CB_CD34+,0.214,0.00238472179492222,3,Great Ape,0.510546153846154
Adult_Intermediated_cell,0.2141,-0.00172563844165771,3,Primate,0.510546153846154
Fetus_Fetal_mesenchymal_progenitor,0.2174,-0.00105137902125904,3,Haplorhine,0.516429118773946
HESC_Fetal_epithelial_progenitor,0.2202,-0.00387827164163862,3,Homo-Pan,0.521083969465649
Adult_Sinusoidal_endothelial_cell,0.2224,-0.00450101791995215,3,Homo-Pan,0.521406015037594
Adult_Fetal_epithelial_progenitor,0.2236,-0.00554245788644395,3,Great Ape,0.521406015037594
Fetus_Fetal_chondrocyte,0.2237,-0.00139433481889613,3,Primate,0.521406015037594
Adult_Endothelial_cell_(endothelial_to_mesenchymal_transition),0.2237,-0.00187868540709184,3,Human,0.521406015037594
Fetus_Gastric_endocrine_cell,0.2248,0.00181481875571912,3,Primate,0.522007490636704
Fetus_Ventricle_cardiomyocyte,0.2265,-0.00254695457226668,3,Haplorhine,0.523992537313433
Adult_Fetal_neuron,0.23,-0.0054953371223289,3,Great Ape,0.529262773722628
Adult_Erythroid_progenitor_cell_(RP_high),0.2325,0.000706719387967521,3,Primate,0.529262773722628
Fetus_Enterocyte_progenitor,0.2327,0.00379820785062433,3,Homo-Pan,0.529262773722628
Fetus_Smooth_muscle_cell,0.2332,-0.00225512784857024,3,Homo-Pan,0.529262773722628
Fetus_Proximal_tubule_progenitor,0.2332,-0.00169512255278424,3,Primate,0.529262773722628
Fetus_AT2_cell,0.2339,-0.0033783615064463,3,Great Ape,0.529262773722628
Fetus_Antigen_presenting_cell_(RPS_high),0.2375,-0.000568745370882922,3,Primate,0.535454545454545
Fetus_Pancreas_exocrine_cell,0.2395,0.00271177347901272,3,Great Ape,0.536064981949458
Fetus_Proximal_tubule_progenitor,0.2395,-0.00284104734243496,3,Human,0.536064981949458
Fetus_Neutrophil_(RPS_high),0.2427,0.00113900948881408,3,Great Ape,0.537187279151943
Adult_Endothelial_cell_(endothelial_to_mesenchymal_transition),0.2438,0.00277267107733838,3,Homo-Pan,0.537187279151943
Fetus_Fetal_stromal_cell,0.2438,-0.000870359906443102,3,Primate,0.537187279151943
Adult_Astrocyte,0.2445,-0.00261979011088385,3,Primate,0.537187279151943
Fetus_Astrocyte,0.2446,-0.00257661733583207,3,Primate,0.537187279151943
Fetus_Ureteric_bud_cell,0.2452,-0.00239368629982919,3,Homo-Pan,0.537187279151943
Fetus_Endothelial_cell_(APC),0.2466,0.00194612662223215,3,Human,0.538352112676056
Fetus_Proximal_tubule_progenitor,0.2482,0.00417354311397966,3,Homo-Pan,0.539943859649123
Adult_Astrocyte,0.2499,-0.00299489556842069,3,Haplorhine,0.540285714285714
Fetus_Adrenal_gland_inflammatory_cell,0.2501,-0.00153885289772661,3,Primate,0.540285714285714
Adult_Fibroblast,0.2531,0.000884083407141708,3,Primate,0.544868055555556
Fetus_Immature_sertoli_cell_(Pre_Sertoli_cell),0.256,-0.00222900288489484,3,Primate,0.547310344827586
Fetus_Primordial_germ_cell,0.256,0.0033861334893823,3,Haplorhine,0.547310344827586
HESC_Fetal_neuron,0.2595,-0.00407898326926851,3,Homo-Pan,0.550223728813559
Fetus_Proximal_tubule_progenitor,0.2597,-0.00312697984606734,3,Great Ape,0.550223728813559
Fetus_Fasciculata_cell,0.2607,-0.00129324613918831,3,Primate,0.550223728813559
